customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,min,max,maxweek,routine_flg,membership_period
OA478509,XXXX,C02,M,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.666666666666667,5,2,7,5,1,48.666666666666664
HI388582,XX,C02,F,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.833333333333333,5,3,6,5,1,48.666666666666664
TS210661,XXX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,4.5,3,8,5,1,48.666666666666664
TS837282,XXXXXX,C01,F,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.583333333333333,5.5,3,8,5,1,48.666666666666664
OA758157,XXXX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4,4,2,6,5,1,48.666666666666664
OA790739,XXXX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,5,3,7,5,1,48.666666666666664
AS734592,XX,C02,F,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,5.333333333333333,6,2,8,5,1,48.666666666666664
GD022268,XXX,C02,M,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.166666666666667,5,1,7,5,1,48.666666666666664
IK059803,XXXXX,C02,F,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.25,4,3,6,5,1,48.666666666666664
TS487207,XX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4,4,2,6,5,1,48.666666666666664
OA994859,XXXXX,C01,F,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.5,5,3,9,5,1,48.666666666666664
PL221419,XXXX,C02,M,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,5.5,5.5,3,9,5,1,48.666666666666664
HI570349,XXXXX,C01,F,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.916666666666667,5,2,7,5,1,48.666666666666664
TS945284,XXX,C03,M,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.583333333333333,4.5,3,7,5,1,48.666666666666664
PL152568,XXXXX,C03,F,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.666666666666667,5,2,8,5,1,48.666666666666664
GD967749,XXXX,C01,F,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,3,8,4,1,48.666666666666664
HI635742,XXXXXX,C02,F,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.416666666666667,4.5,2,6,5,1,48.666666666666664
AS970810,XXXXX,C03,F,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.333333333333333,4,2,6,5,1,48.666666666666664
GD163149,XXXXX,C03,M,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.916666666666667,5,2,8,5,1,48.666666666666664
HD124700,XXXX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.5,4,2,8,5,1,48.666666666666664
HD349501,XX,C01,F,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,5,1,8,5,1,48.666666666666664
GD126553,XXX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.333333333333333,5,3,8,4,1,48.666666666666664
AS926104,XXXX,C03,F,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.416666666666667,4.5,3,6,5,1,48.666666666666664
GD360440,XXXXXX,C03,M,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.5,5,1,6,5,1,48.666666666666664
IK701555,XXXXX,C02,F,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.75,5,1,6,5,1,48.666666666666664
AS777651,XXXXX,C01,M,2015-05-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.166666666666667,3.5,2,7,5,1,48.666666666666664
PL241896,XXXX,C03,F,2015-05-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.333333333333333,4,2,7,5,1,48.666666666666664
PL920046,XXXXX,C02,F,2015-05-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.333333333333333,4,2,8,5,1,48.666666666666664
PL367795,XXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.4166666666666665,4,1,7,5,1,47.63333333333333
HI324110,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.4166666666666665,3,1,7,4,1,47.63333333333333
OA630902,XXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.666666666666667,5,3,8,5,1,47.63333333333333
GD292781,XXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.666666666666667,5,2,7,5,1,47.63333333333333
PL912172,XXXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.5,4.5,2,7,5,1,47.63333333333333
HI582217,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,3,7,5,1,47.63333333333333
TS038130,XXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.75,5,2,7,5,1,47.63333333333333
TS200932,XXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.916666666666667,5,2,7,5,1,47.63333333333333
GD728611,XXXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,3.8333333333333335,3.5,1,6,4,1,47.63333333333333
HI525851,XXXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.833333333333333,4.5,2,8,5,1,47.63333333333333
PL540895,XXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.666666666666667,4.5,2,7,5,1,47.63333333333333
PL410964,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.25,4,1,7,5,1,47.63333333333333
HI728364,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.25,4,2,7,4,1,47.63333333333333
HI373547,XXXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4,3,2,8,5,1,47.63333333333333
GD489678,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.75,4.5,2,9,5,1,47.63333333333333
OA504016,XXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,3.8333333333333335,4,2,6,5,1,47.63333333333333
IK124414,XXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,5.083333333333333,5,4,8,5,1,47.63333333333333
IK351897,XXXXX,C02,M,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.333333333333333,4,2,8,5,1,47.63333333333333
TS273269,XXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,3.1666666666666665,3.5,1,5,4,1,47.63333333333333
IK055692,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.666666666666667,5.5,5,7,5,1,47.63333333333333
TS035920,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.75,5,2,7,5,1,47.63333333333333
GD555235,XXXXX,C03,F,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.333333333333333,4.5,1,7,5,1,47.63333333333333
AS099984,XXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.5,4.5,2,7,5,1,47.63333333333333
TS471939,XXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.916666666666667,5,3,7,5,1,47.63333333333333
OA931227,XXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.5,5,3,6,5,1,47.63333333333333
HD455858,XXXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.916666666666667,5,3,7,5,1,47.63333333333333
PL487301,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.583333333333333,5,1,6,5,1,47.63333333333333
GD813654,XXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.5,5,1,8,5,1,47.63333333333333
HD378274,XXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.333333333333333,4.5,2,6,5,1,47.63333333333333
OA236156,XXXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.083333333333333,3.5,2,8,5,1,47.63333333333333
PL889178,XXXXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,3.75,4,1,5,5,1,47.63333333333333
OA776086,XXX,C03,F,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,3.5,3.5,2,5,4,1,47.63333333333333
AS677821,XXXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.9166666666666665,4,2,6,5,1,47.63333333333333
OA818666,XXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,5.083333333333333,4,3,9,4,1,47.63333333333333
PL342449,XX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.166666666666667,4,1,7,5,1,47.63333333333333
PL825454,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.416666666666667,4,3,7,5,1,47.63333333333333
TS437647,XXXXXX,C02,M,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.666666666666667,5,1,8,5,1,47.63333333333333
HI146430,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.583333333333333,5,1,8,5,1,47.63333333333333
GD437531,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.416666666666667,4.5,1,7,5,1,47.63333333333333
OA103624,XXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.166666666666667,5,3,8,5,1,47.63333333333333
OA933190,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.583333333333333,4.5,3,7,5,1,47.63333333333333
IK624416,XXXXX,C03,F,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.083333333333333,4,3,7,5,1,47.63333333333333
GD212992,XXXX,C03,F,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,5.25,5,3,9,5,1,47.63333333333333
IK999272,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.9166666666666665,4,2,5,5,1,47.63333333333333
GD163914,XXXXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.8333333333333335,4,1,5,4,1,47.63333333333333
PL400479,XXXX,C03,F,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.166666666666667,4,2,6,5,1,47.63333333333333
PL942936,XXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.583333333333333,5,3,6,5,1,47.63333333333333
IK006139,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.333333333333333,5,3,8,5,1,47.63333333333333
IK902787,XXXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.083333333333333,4.5,2,6,5,1,47.63333333333333
PL815569,XXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.25,4.5,2,6,4,1,47.63333333333333
HI216184,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4,4,2,7,4,1,47.63333333333333
HI965956,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,5,3,6,5,1,47.63333333333333
OA225076,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.333333333333333,4.5,1,7,5,1,47.63333333333333
TS106731,XXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.416666666666667,5,2,7,5,1,47.63333333333333
HI228454,XXXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.583333333333333,4,2,8,5,1,47.63333333333333
HI900494,XX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,5.75,6,3,8,5,1,47.63333333333333
PL456313,XXXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.75,3.5,1,8,5,1,47.63333333333333
PL779242,XXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.5,4,3,6,5,1,47.63333333333333
TS959961,XXXXXX,C03,F,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,5,5,3,7,5,1,47.63333333333333
AS099118,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.5,5,1,6,5,1,47.63333333333333
IK331136,XXXXXX,C02,F,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.416666666666667,4,2,6,5,1,47.63333333333333
AS834706,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.75,5,3,7,5,1,47.63333333333333
TS179365,XXXXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,3.9166666666666665,4,2,6,5,1,47.63333333333333
AS614421,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.083333333333333,5.5,3,7,5,1,47.63333333333333
OA747936,XXXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,5.25,5,3,8,4,1,47.63333333333333
PL494564,XXX,C03,M,2015-06-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.416666666666667,4,3,7,5,1,47.63333333333333
AS299544,XXXX,C01,M,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.083333333333333,4,2,6,5,1,47.63333333333333
OA261861,XXXX,C02,M,2015-06-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,5.416666666666667,5.5,1,8,5,1,47.63333333333333
HD120698,XXXXX,C01,F,2015-06-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,5,3,7,5,1,47.63333333333333
HI328204,XX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,5.083333333333333,5.5,2,8,5,1,46.63333333333333
IK695797,XXXX,C02,M,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,3.8333333333333335,4.5,1,6,5,1,46.63333333333333
HI778223,XX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.25,4.5,2,7,5,1,46.63333333333333
GD235669,XXX,C01,F,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,2,7,5,1,46.63333333333333
AS637476,XX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.25,4.5,3,5,5,1,46.63333333333333
AS171994,XXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.583333333333333,5,3,6,5,1,46.63333333333333
PL245159,XXXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.416666666666667,5,2,7,5,1,46.63333333333333
GD470986,XXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.083333333333333,4.5,1,6,5,1,46.63333333333333
HD287652,XX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.333333333333333,4,3,6,5,1,46.63333333333333
AS933597,XXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.9166666666666665,3.5,1,8,5,1,46.63333333333333
PL787344,XXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,3.3333333333333335,3,1,6,4,1,46.63333333333333
IK313475,XXXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,5.583333333333333,5.5,3,7,5,1,46.63333333333333
OA986961,XXX,C01,F,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,4,3,8,5,1,46.63333333333333
OA266742,XXXXX,C02,M,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,5.583333333333333,5.5,3,8,5,1,46.63333333333333
IK461411,XXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.833333333333333,5,2,7,5,1,46.63333333333333
TS244750,XXXXXX,C01,F,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.75,4,3,7,5,1,46.63333333333333
OA753193,XXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,5,2,8,5,1,46.63333333333333
GD084870,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.166666666666667,4.5,2,6,5,1,46.63333333333333
HD453390,XXXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4,4,2,7,5,1,46.63333333333333
GD138948,XXXXX,C03,F,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.916666666666667,5,1,8,5,1,46.63333333333333
TS673226,XXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.75,4,3,8,5,1,46.63333333333333
IK357051,XXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.25,4,2,8,5,1,46.63333333333333
HI859298,XXXXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,3.8333333333333335,4,1,5,5,1,46.63333333333333
AS065870,XXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.666666666666667,4,3,8,5,1,46.63333333333333
GD700613,XXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4,4,2,7,5,1,46.63333333333333
TS554037,XXXXXX,C03,F,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.833333333333333,5,2,7,5,1,46.63333333333333
PL827485,XXX,C01,F,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.416666666666667,4,1,8,5,1,46.63333333333333
AS828426,XXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.166666666666667,4,1,6,4,1,46.63333333333333
GD009242,XXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.75,5,2,7,5,1,46.63333333333333
HI092194,XXXXX,C01,F,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,4.5,3,9,5,1,46.63333333333333
PL812388,XXXXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.416666666666667,5,2,7,5,1,46.63333333333333
OA025439,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.583333333333333,4,2,8,5,1,46.63333333333333
TS023216,XXXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.25,4,1,8,5,1,46.63333333333333
TS440617,XXXXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.666666666666667,5,2,7,5,1,46.63333333333333
HI525283,XXXXXX,C03,F,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.833333333333333,5,4,6,5,1,46.63333333333333
GD812702,XXXXX,C01,F,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.416666666666667,5,1,7,5,1,46.63333333333333
IK560941,XXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.666666666666667,5,3,6,5,1,46.63333333333333
GD914874,XXX,C03,F,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.666666666666667,4,3,8,5,1,46.63333333333333
AS726714,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.333333333333333,4.5,2,6,5,1,46.63333333333333
HI639424,XXXXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.833333333333333,5.5,1,8,5,1,46.63333333333333
OA310354,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.5,5,3,7,5,1,46.63333333333333
HI720107,XXXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,4.583333333333333,5,1,7,5,1,46.63333333333333
HD296157,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.25,4,2,7,4,1,46.63333333333333
AS015315,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,5,3,7,5,1,46.63333333333333
HD625027,XXXX,C03,M,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.75,5,3,8,5,1,46.63333333333333
HI323901,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.833333333333333,5,3,7,5,1,46.63333333333333
TS614929,XXXXX,C03,F,2015-07-01T00:00:00Z,NA,CA1,0,ナイト,6000,通常,4.416666666666667,4.5,3,6,5,1,46.63333333333333
AS868124,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,4.916666666666667,5.5,2,7,5,1,46.63333333333333
HI499195,XXXX,C02,F,2015-07-01T00:00:00Z,NA,CA1,0,デイタイム,7500,通常,3.6666666666666665,3,2,7,5,1,46.63333333333333
PL445190,XXXXX,C01,M,2015-07-01T00:00:00Z,NA,CA1,0,オールタイム,10500,通常,3.8333333333333335,4,2,5,5,1,46.63333333333333
